,Name,PriceCurrency,TenforeId,LegalName,ClosePrice,StarRatingM255,SustainabilityRank,QuantitativeRating,CategoryName,Yield_M12,GBRReturnD1,GBRReturnW1,GBRReturnM1,GBRReturnM3,GBRReturnM6,GBRReturnM0,GBRReturnM12,GBRReturnM36,GBRReturnM60,GBRReturnM120,MaxFrontEndLoad,OngoingCostActual,PerformanceFeeActual,TransactionFeeActual,MaximumExitCostAcquired,FeeLevel,ManagerTenure,MaxDeferredLoad,FundTNAV,EquityStyleBox,AverageMarketCapital,MorningstarRiskM255,AlphaM36,BetaM36,R2M36,StandardDeviationM36,SharpeM36,InvestorTypeRetail,InvestorTypeProfessional,InvestorTypeEligibleCounterparty,ExpertiseBasic,ExpertiseAdvanced,ExpertiseInformed,ReturnProfilePreservation,ReturnProfileGrowth,ReturnProfileIncome,ReturnProfileHedging,ReturnProfileOther,TrackRecordExtension
F000005MUA,Comgest Growth Europe Opps EUR Acc,EUR,52.8.IE00B4ZJ4188,Comgest Growth Europe Opportunities EUR Acc,56.19,5,3,,Europe Flex-Cap Equity,0.0,-0.14,1.65,1.72,10.24,16.97,13.52,36.98,14.48,17.42,15.44,4.0,1.56,0.0,0.13,,,11.83,,1570997830.0,3,15218.7206,3,7.72,0.93,72.61,17.7,0.8,1,1,1,1,1,1,2,1,2,3.0,2.0,False
F000002RCJ,Bellevue(Lux) BB Entrepr. Europe I EUR,EUR,52.8.LU0415391944,Bellevue Funds (Lux) BB Entrepreneur Europe I EUR,455.93,3,4,,Europe Flex-Cap Equity,0.0,-0.17,0.79,1.79,8.33,18.19,16.09,34.7,4.66,8.93,7.81,5.0,1.54,0.0,0.23,,,12.17,,51061058.0,2,10437.29098,3,-3.06,1.11,91.33,18.06,0.27,1,1,1,1,1,1,2,1,3,2.0,2.0,False
F00000VV6S,JOHCM European Select Val EUR,EUR,52.8.IE00BSFWK513,J O Hambro Capital Management Umbrella Fund PLC - European Select Values Fund EUR Acc,1.5219999999999998,2,2,,Europe Flex-Cap Equity,0.0,0.79,1.67,5.69,7.33,23.24,17.62,37.61,4.47,5.49,,5.0,1.3,0.0,1.04,,,12.75,,809807606.0,4,5816.00965,3,-3.81,1.12,89.44,18.51,0.23,1,1,1,1,1,1,2,1,2,2.0,1.0,False
F00000V95O,AXAWF Fram Human Capital A Cap CHF,CHF,52.8.LU0994439361,AXA World Funds - Framlington Human Capital A Capitalisation CHF,135.02,2,3,,Europe Flex-Cap Equity,0.0,0.38,0.13,4.32,5.09,16.46,11.61,36.19,1.03,5.64,,5.5,2.03,0.0,0.25,,,13.67,,168417505.0,6,5022.72119,3,-4.22,1.08,90.85,17.7,0.2,1,1,1,1,1,1,3,1,3,3.0,2.0,False
F000001FSF,AXAWF Fram Human Capital A Cap EUR,EUR,52.8.LU0316218527,AXA World Funds - Framlington Human Capital A Capitalisation EUR,166.92,3,3,,Europe Flex-Cap Equity,0.0,0.57,0.65,5.16,6.89,15.4,10.91,33.74,3.27,5.62,6.29,5.5,2.03,0.0,0.25,,,13.67,,168090659.0,6,5022.72119,3,-4.22,1.08,90.86,17.7,0.2,1,1,1,1,1,1,3,1,3,3.0,2.0,False
F000010DLP,RAM (Lux) Sys European Equities UP EUR,EUR,52.8.LU0935261635,RAM (Lux) Systematic Funds - European Equities UP EUR,126.26,3,3,,Europe Flex-Cap Equity,0.0,-0.22,0.33,2.64,12.53,23.41,19.68,39.71,6.5,,,2.0,1.43,0.0,0.81,,,13.75,,217337645.0,5,6175.36041,3,-0.92,1.04,88.82,16.94,0.38,1,1,1,1,1,1,2,3,3,3.0,2.0,False
F0GBR04I5K,RAM (Lux) Sys European Equities B EUR,EUR,52.8.LU0160155981,RAM (Lux) Systematic Funds - European Equities B EUR,540.3,4,3,,Europe Flex-Cap Equity,0.0,-0.22,0.33,2.61,12.42,23.17,19.47,39.17,5.8,8.36,8.86,2.0,1.83,0.61,0.8,,,13.75,,217337645.0,5,6175.36041,3,-1.55,1.04,88.84,16.92,0.34,1,1,1,1,1,1,2,3,3,3.0,2.0,False
F000000IK5,BSF European Opps Extension A2 EUR,EUR,52.8.LU0313923228,BlackRock Strategic Funds - European Opportunities Extension Fund A2 EUR,542.71,5,3,,Europe Flex-Cap Equity,0.0,0.96,2.49,7.14,13.06,23.17,18.86,45.69,13.65,14.02,17.85,5.2632,1.88,0.18,0.27,,,13.83,,578692250.0,3,12171.74125,3,6.05,0.96,84.17,16.68,0.77,1,1,1,1,1,1,3,1,1,3.0,2.0,False
F000000NT5,MainFirst Top European Ideas A,EUR,52.8.LU0308864023,MainFirst Top European Ideas A,125.82,4,2,,Europe Flex-Cap Equity,0.0,0.15,-1.33,0.37,6.37,18.31,11.74,40.38,6.01,11.19,9.96,5.0,1.72,0.0,-0.33,,,13.92,,1064854260.0,5,2040.6449300000002,5,-2.09,1.39,89.97,23.12,0.36,1,1,1,1,1,1,3,1,3,3.0,2.0,False
FOGBR05TW2,SVM All Europe SRI A Acc,GBX,52.8.GB00B1FL7S17,SVM All Europe SRI Fund A Acc,380.9,3,2,4.0,Europe Flex-Cap Equity,0.0,-0.03,-0.34,2.61,14.38,23.75,21.65,40.87,8.03,10.46,8.64,5.25,2.0,0.0,0.71,,aboveAvg,14.67,,20420288.0,4,3588.95964,5,-0.4,1.38,89.99,22.02,0.44,1,1,1,1,1,1,2,1,3,3.0,2.0,False
FOGBR05TW3,SVM All Europe SRI B Acc,GBX,52.8.GB00B1FL7V46,SVM All Europe SRI Fund B Acc,425.5,4,2,5.0,Europe Flex-Cap Equity,0.0,-0.02,-0.3,2.68,14.6,24.23,22.06,41.93,8.85,11.3,9.46,1.0,1.26,0.0,0.71,,,14.67,,20420288.0,4,3588.95964,5,0.34,1.39,90.05,22.04,0.47,1,1,1,1,1,1,2,1,3,3.0,2.0,False
F00000YOJO,Acadian European Equity UCITS B EUR Acc,EUR,52.8.IE00BYYPQZ50,Russell Investment Company plc - Acadian European Equity UCITS B EUR Acc,14.71,3,3,,Europe Flex-Cap Equity,1.25329,-0.2,0.2,3.37,13.35,26.96,23.9,35.75,7.61,,,0.0,0.65,,0.31,,,14.75,,558678026.0,2,12462.43755,3,-0.27,1.08,93.54,16.8,0.44,1,1,1,1,1,1,2,1,2,2.0,2.0,False
F0000001U8,Acadian European Equity UCITS A EUR,EUR,52.8.IE00B138F130,Russell Investment Company plc - Acadian European Equity UCITS A EUR Acc,24.99,4,3,,Europe Flex-Cap Equity,0.0,-0.16,0.24,3.39,11.81,25.2,22.2,33.64,6.88,11.8,11.0,2.0,0.9,,0.31,,,14.75,,558678026.0,2,12462.43755,3,-0.91,1.07,93.8,16.63,0.4,1,1,1,1,1,1,2,1,2,2.0,2.0,False
F00000JRPL,Alken European Opportunities A,EUR,52.8.LU0524465977,Alken Fund - European Opportunities Class A,206.79,2,1,2.0,Europe Flex-Cap Equity,0.0,-0.36,-0.57,0.97,8.87,19.48,17.96,21.09,-2.59,5.46,6.43,3.0,2.67,0.0,0.57,,,15.42,,302981739.6,4,8156.6204099999995,4,-10.12,1.15,84.46,19.55,-0.09,1,1,1,1,1,1,3,1,3,3.0,2.0,False
F00000ZW92,Digital Stars Europe Acc1 EUR,EUR,52.8.LU1731919103,Digital Funds Stars Europe Acc1 EUR,147.14,4,2,,Europe Flex-Cap Equity,0.0,0.03,0.63,3.65,13.74,27.04,20.78,47.82,11.78,,,5.0,1.63,3.86,0.53,,,19.92,,687433191.0,6,4439.22332,3,4.28,1.0,81.49,17.22,0.65,1,1,1,1,1,1,3,1,3,3.0,2.0,False
F0GBR06A4M,Digital Stars Europe Acc,EUR,52.8.LU0090784017,Digital Funds Stars Europe Acc,1372.05,5,2,,Europe Flex-Cap Equity,0.0,0.02,0.63,3.64,13.73,26.95,20.76,47.87,11.84,14.28,12.98,5.0,1.63,3.23,0.53,,,19.92,,687433191.0,6,4439.22332,3,4.34,0.99,81.58,17.17,0.66,1,1,1,1,1,1,3,1,3,3.0,2.0,False
F00000OYMI,iShares Europe Equity Index (LU) A2 EUR,EUR,52.8.LU0836512706,iShares Europe Equity Index Fund (LU) A2 EUR,203.19,3,3,,Europe Large-Cap Blend Equity,0.0,0.46,1.38,5.0,9.08,18.49,15.65,29.81,7.48,8.8,,5.0,0.57,,0.1,,,0.75,,210349052.0,2,40419.8675,3,-0.69,1.06,98.54,16.26,0.42,1,1,1,1,1,1,3,1,1,3.0,2.0,False
F00000OYMK,iShares Europe Equity Index (LU) N2 EUR,EUR,52.8.LU0836514157,iShares Europe Equity Index Fund (LU) N2 EUR,209.24,4,3,,Europe Large-Cap Blend Equity,0.0,0.47,1.38,5.03,9.17,18.68,15.82,30.24,7.84,9.16,,5.0,0.24,,0.1,,,0.75,,210349052.0,2,40419.8675,3,-0.36,1.06,98.54,16.26,0.44,1,1,1,1,1,1,3,1,1,3.0,2.0,False
F00000HL56,OYSTER Sustainable Europe C EUR,EUR,52.8.LU0507009503,OYSTER Sustainable Europe C EUR,333.52,3,3,,Europe Large-Cap Blend Equity,0.0,-0.37,0.98,2.34,8.52,16.56,13.67,29.82,6.4,6.77,7.24,3.0,2.41,0.0,0.71,,,1.0,,163394911.0,2,11627.364459999999,3,-0.87,0.97,87.87,15.77,0.37,1,1,1,1,1,1,2,1,3,3.0,2.0,False
F00000HL58,OYSTER Sustainable Europe R EUR,EUR,52.8.LU0507009925,OYSTER Sustainable Europe R EUR,2477.73,4,3,,Europe Large-Cap Blend Equity,0.0,-0.37,1.0,2.41,8.72,17.0,14.05,30.81,7.21,7.55,8.02,0.0,1.64,0.0,0.71,,,1.0,,163394911.0,2,11627.364459999999,3,-0.12,0.97,87.87,15.78,0.42,1,1,1,1,1,1,2,1,3,3.0,2.0,False
F00000ZRHA,Nordea 1 - European Stars Equity BC EUR,EUR,52.8.LU1706108146,Nordea 1 - European Stars Equity Fund BC EUR,145.56,5,4,,Europe Large-Cap Blend Equity,0.0,0.43,0.97,4.03,10.02,19.64,16.54,34.77,12.64,,,5.0,1.14,0.0,0.67,,,1.42,,675688146.0,2,40282.65197,4,4.62,1.04,91.64,17.02,0.71,1,1,1,1,1,1,3,1,3,3.0,2.0,False
F00000V7UX,UniInstitutional Eurp Eq Concentrated,EUR,52.8.LU1131313493,UniInstitutional Eurp Eq Concentrated,186.52,5,3,,Europe Large-Cap Blend Equity,0.0,-0.08,0.53,2.05,8.12,15.35,13.19,30.52,9.0,10.56,,3.0,0.91,0.0,0.28,,,1.75,,403483966.0,2,41850.46989,3,1.64,0.97,97.09,15.33,0.55,1,1,1,1,1,1,3,1,3,3.0,2.0,False
F00000Z9NI,Fidelity European Growth I-Acc-EUR,EUR,52.8.LU1642889510,Fidelity Funds - European Growth Fund I-Acc-EUR,12.46,2,2,3.0,Europe Large-Cap Blend Equity,0.0,0.81,1.38,3.49,6.5,16.12,13.69,24.6,4.5,,,0.0,0.89,0.0,0.1,,,1.92,,5955303543.0,1,32684.21962,4,-3.29,1.08,97.44,16.5,0.26,1,1,1,1,1,1,3,1,3,3.0,2.0,False
F000000EVD,Fidelity European Growth A-Acc-EUR,EUR,52.8.LU0296857971,Fidelity Funds - European Growth Fund A-Acc-EUR,14.87,3,2,2.0,Europe Large-Cap Blend Equity,0.0,0.81,1.36,3.34,6.21,15.54,13.17,23.3,3.45,6.55,6.79,5.25,1.89,0.0,0.1,,,1.92,,5955303543.0,1,32684.21962,4,-4.3,1.08,97.46,16.5,0.2,1,1,1,1,1,1,3,1,3,3.0,2.0,False
F000010F5D,Fidelity European Lgr Coms Y-VMF-Acc-EUR,EUR,52.8.LU1781690927,Fidelity Funds - European Larger Companies Fund Y-VMF-Acc-EUR,11.6,2,2,,Europe Large-Cap Blend Equity,0.0,0.69,1.31,3.39,6.42,16.13,13.61,24.69,4.48,,,0.0,0.95,-0.07,0.16,,,1.92,,621139876.0,1,32796.43283,4,-3.32,1.08,97.45,16.54,0.26,1,1,1,1,1,1,3,1,3,3.0,2.0,False
FOGBR05U13,Fidelity European Lgr Coms A-Acc-EUR,EUR,52.8.LU0251129549,Fidelity Funds - European Larger Companies Fund A-Acc-EUR,19.17,3,2,,Europe Large-Cap Blend Equity,0.0,0.68,1.27,3.23,6.15,15.41,13.03,23.28,3.44,6.47,7.84,5.25,1.91,0.0,0.16,,,1.92,,621139876.0,1,32796.43283,4,-4.31,1.08,97.52,16.56,0.2,1,1,1,1,1,1,3,1,3,3.0,2.0,False
F000001GEN,ASSII-Europ Focus Eq A Acc EUR,EUR,52.8.LU0343755343,Aberdeen Standard SICAV II-European Focused Equity Fund A Acc EUR,18.2291,2,3,,Europe Large-Cap Blend Equity,0.0,0.73,0.74,4.11,3.47,14.28,10.21,26.45,5.01,5.21,6.04,5.0,1.58,0.0,0.4,,,1.92,,10416602.0,3,34607.87874,3,-1.82,0.98,91.16,15.94,0.32,1,1,1,1,1,1,2,1,3,3.0,2.0,False
F00000XH8D,ASSII-Europ Focus Eq B Acc GBP,GBP,52.8.LU1438963743,Aberdeen Standard SICAV II-European Focused Equity Fund B Acc GBP,14.0109,3,3,,Europe Large-Cap Blend Equity,0.0,0.11,0.82,3.94,3.87,7.06,5.43,21.8,4.88,,,5.0,1.03,0.0,0.4,,,1.92,,10416602.0,3,34607.87874,3,-1.06,0.99,91.43,16.16,0.36,1,1,1,1,1,1,2,1,3,3.0,2.0,False
F0GBR05ADV,Merian European Equity B USD Acc,USD,52.8.IE0031332483,Merian European Equity Fund B USD Acc,20.5081,1,2,,Europe Large-Cap Blend Equity,0.0,0.51,1.06,4.97,12.26,25.67,19.67,45.75,7.07,6.44,2.53,0.0,3.07,0.0,0.38,,,2.17,,44949399.0,2,15457.550959999999,4,-2.22,1.1,95.54,17.11,0.33,1,1,1,1,1,1,2,1,2,3.0,2.0,False
F0GBR04IIL,Merian European Equity L EUR Acc,EUR,52.8.IE0005264092,Merian European Equity Fund L EUR Acc,1.1268,2,2,,Europe Large-Cap Blend Equity,0.0,0.67,0.72,5.14,10.8,26.07,21.47,37.94,7.34,6.31,6.16,5.0,1.95,0.0,0.38,,,2.17,,44949399.0,2,15457.550959999999,4,-0.85,1.1,95.78,17.05,0.41,1,1,1,1,1,1,2,1,2,3.0,2.0,False
F0GBR05S31,Invesco Pan Eurp Struct Rspnb Eq AEURAcc,EUR,52.8.LU0194779913,Invesco Funds SICAV Pan European Structured Responsible Equity Fund A Accumulation EUR,31.96,3,4,,Europe Large-Cap Blend Equity,0.0,0.82,1.65,5.27,9.72,18.24,15.05,25.58,5.85,6.3,7.81,5.0,1.65,0.0,0.2,,,2.17,,13514057.0,2,21910.34964,2,-1.44,0.92,90.92,14.21,0.34,1,1,1,1,1,1,3,1,3,3.0,2.0,False
F0GBR05ZDA,Invesco Pan Eurp Struct Rspnb Eq CEURAcc,EUR,52.8.LU0194780507,Invesco Funds SICAV Pan European Structured Responsible Equity Fund C Accumulation EUR,34.82,4,4,,Europe Large-Cap Blend Equity,0.0,0.81,1.66,5.32,9.88,18.52,15.3,26.25,6.41,6.85,8.35,5.0,1.1,0.0,0.2,,,2.17,,13514057.0,2,21910.34964,2,-0.92,0.92,90.98,14.23,0.37,1,1,1,1,1,1,3,1,3,3.0,2.0,False
F0GBR04VDE,Russell Inv Pan European Equity A,EUR,52.8.IE0002361404,Russell Investment Company II plc - Russell Investments Pan European Equity Fund A,1625.59,3,2,,Europe Large-Cap Blend Equity,0.0,-0.03,0.29,1.6,8.65,19.88,17.3,34.18,6.03,7.74,7.8,5.0,1.71,0.0,0.34,,,2.25,,126878504.0,2,17341.622219999997,4,-2.15,1.14,97.7,17.57,0.34,1,1,1,1,1,1,2,1,2,2.0,2.0,False
F0GBR058S0,Russell Inv Pan European Equity B,EUR,52.8.IE0002393431,Russell Investment Company II plc - Russell Investments Pan European Equity Fund B,1834.45,4,2,,Europe Large-Cap Blend Equity,0.0,-0.03,0.3,1.65,8.81,20.24,17.61,34.98,6.67,8.37,8.44,5.0,1.11,0.0,0.34,,,2.25,,126878504.0,2,17341.622219999997,4,-1.54,1.14,97.7,17.58,0.38,1,1,1,1,1,1,2,1,2,2.0,2.0,False
F00000YENN,CPR Invest Climate Action Euro R EUR Acc,EUR,52.8.LU1530901229,CPR Invest - Climate Action Euro - R EUR - Acc,131.1,2,3,,Europe Large-Cap Blend Equity,0.0,-0.06,0.08,1.97,7.86,15.09,13.03,26.25,4.7,,,5.0,1.22,0.23,0.08,,,2.5,,38365369.0,2,32645.86523,3,-2.74,1.02,97.26,15.91,0.28,1,1,1,1,1,1,3,1,3,3.0,2.0,False
F000010L54,M&G (Lux) Pan European Select A EUR Acc,EUR,52.8.LU1670716437,M&G (Lux) Pan European Select Fund A EUR Acc,26.5466,4,4,4.0,Europe Large-Cap Blend Equity,0.0,0.67,1.32,5.23,11.07,22.14,18.13,36.98,8.25,9.24,8.47,5.0,1.73,0.0,0.05,,,2.58,,104801611.0,3,19596.543709999998,4,0.25,1.08,94.15,16.73,0.47,1,1,1,1,1,1,3,1,3,3.0,2.0,True
F000010L52,M&G (Lux) Pan European Select C EUR Acc,EUR,52.8.LU1670717674,M&G (Lux) Pan European Select Fund C EUR Acc,30.83,5,4,4.0,Europe Large-Cap Blend Equity,0.0,0.67,1.33,5.29,11.28,22.59,18.52,38.01,9.06,10.07,9.29,3.25,0.98,0.0,0.05,,,2.58,,104801611.0,3,19596.543709999998,4,1.0,1.08,94.16,16.74,0.51,1,1,1,1,1,1,3,1,3,3.0,2.0,True
F0GBR04BW8,Robeco Sustainable Eurp Stars Eqs D EUR,EUR,52.8.LU0187077218,Robeco Sustainable European Stars Equities D EUR,64.88,3,4,2.0,Europe Large-Cap Blend Equity,0.0,0.32,0.81,1.52,6.57,12.76,11.78,15.59,5.56,7.6,6.9,5.0,1.46,0.0,-0.01,,,2.92,,1259022906.0,2,32039.41924,2,-1.23,0.9,95.91,13.93,0.35,1,1,1,1,1,1,3,1,1,3.0,2.0,True
F00000OM8B,Danske Invest SICAV Europe A,EUR,52.8.LU0727217050,Danske Invest SICAV - Europe A,21.028000000000002,4,3,,Europe Large-Cap Blend Equity,0.0,0.45,1.1,3.58,8.39,15.91,13.95,26.55,9.83,7.72,,0.0,1.78,0.0,0.0,,,3.0,,120723619.0,3,52887.29658,2,2.97,0.89,93.82,14.13,0.64,1,1,1,1,1,1,3,1,2,3.0,2.0,False
F00000YXCI,CRUX (Lux) Pan-European Gr Fd € A Acc,EUR,52.8.LU1599338651,CRUX (Lux) Pan-European Growth Fund EUR A Acc,142.76,4,1,,Europe Large-Cap Blend Equity,0.0,0.85,2.01,3.0,4.9,15.55,10.97,31.54,10.8,,,0.0,1.9,1.9,0.05,,,3.25,,12497517.0,6,7266.352059999999,5,2.49,1.16,86.93,19.22,0.56,1,1,1,1,1,1,2,1,2,2.0,2.0,False
F00001154P,Amundi Fds Eurp Eq Dyn MltFacs A EUR C,EUR,52.8.LU1691800913,Amundi Funds - European Equity Dynamic Multi Factors A EUR (C),123.91,3,3,,Europe Large-Cap Blend Equity,0.0,0.61,1.05,4.93,9.7,19.16,16.57,29.07,6.68,,,4.5,0.95,0.0,0.12,,,3.67,,111227497.0,2,28967.797510000004,2,-0.44,0.94,97.98,14.39,0.42,1,1,1,1,1,1,3,1,3,3.0,2.0,False
F00000ZMH7,Man Numeric RI European Equity D C EUR,EUR,52.8.IE00BYXG3D65,Man Numeric RI European Equity Class D C EUR,128.84,3,3,,Europe Large-Cap Blend Equity,0.0,-0.09,0.96,2.95,10.1,19.99,18.04,29.09,6.84,,,0.0,1.7,0.0,0.28,,,3.75,,22037011.0,2,23570.3368,4,-1.29,1.07,97.48,16.56,0.38,1,1,1,1,1,1,2,1,2,2.0,2.0,False
F00000ZHS4,Robeco QI European Enhanced Index Eqs D$,USD,52.8.LU1654174371,Robeco QI European Enhanced Index Equities D $,126.31,3,3,,Europe Large-Cap Blend Equity,0.0,-0.02,1.06,2.41,11.61,18.6,15.83,35.73,7.34,,,5.0,0.72,0.0,0.03,,,3.75,,2995272.0,2,37280.80021,3,-1.8,1.05,99.12,16.06,0.35,1,1,1,1,1,1,3,1,1,3.0,2.0,False
F000011DVW,Nordea 2 - European Enhanced Eq BI EUR,EUR,52.8.LU1648400932,Nordea 2 - European Enhanced Equity Fund BI EUR,135.1,3,3,,Europe Large-Cap Blend Equity,0.0,0.96,1.79,6.07,9.86,20.35,17.46,31.84,8.51,,,0.0,0.2,0.0,0.07,,,3.83,,258529352.0,2,40951.55243,3,0.19,1.03,97.51,15.83,0.47,1,1,1,1,1,1,3,1,3,3.0,2.0,False
F00000YFOR,BL-European Family Businesses B EUR,EUR,52.8.LU1305479153,BL-European Family Businesses B EUR Acc,149.49,3,2,,Europe Large-Cap Blend Equity,0.0,-0.13,0.97,3.61,10.11,16.07,12.53,30.16,5.65,,,5.0,1.58,0.0,0.15,,,4.5,,111474022.0,6,5224.7654,2,-0.59,0.89,83.04,15.41,0.36,1,1,1,1,1,1,3,1,3,3.0,2.0,False
F00000NE6O,Janus Henderson Hrzn Pan Eurp Eq A2 USD,USD,52.8.LU0705775699,Janus Henderson Horizon Pan European Equity Fund A2 USD,23.02,3,3,,Europe Large-Cap Blend Equity,0.0,0.44,2.36,6.43,7.82,17.57,11.64,39.18,11.05,9.79,,5.0,1.88,0.0,0.34,,,4.5,,588367610.0,2,19461.357669999998,3,1.79,1.0,94.21,15.67,0.56,1,1,1,1,1,1,3,1,3,3.0,2.0,False
F0GBR04NWX,Janus Henderson Hrzn Pan Eurp Eq A2 EUR,EUR,52.8.LU0138821268,Janus Henderson Horizon Pan European Equity Fund A2 EUR,38.05,4,3,,Europe Large-Cap Blend Equity,0.0,0.61,1.98,6.52,6.14,17.29,12.81,30.31,9.93,8.21,8.69,5.0,1.89,0.0,0.34,,,4.5,,588367610.0,2,19461.357669999998,3,1.89,1.0,93.75,15.65,0.57,1,1,1,1,1,1,3,1,3,3.0,2.0,False
F00000VUCI,Janus Henderson Hrzn Pan Eurp Eq H2 HUSD,USD,52.8.LU1236675499,Janus Henderson Horizon Pan European Equity Fund H2 HUSD,21.51,5,3,,Europe Large-Cap Blend Equity,0.0,0.61,1.99,6.59,6.75,18.38,13.81,32.37,12.79,,,5.0,1.09,0.14,0.38,,,4.5,,588367610.0,2,19461.357669999998,3,3.64,0.91,84.84,14.63,0.67,1,1,1,1,1,1,3,1,3,3.0,2.0,False
F00000YDBN,JPM Europe Sustainable Equity A (acc)EUR,EUR,52.8.LU1529808336,JPMorgan Funds - Europe Sustainable Equity Fund A (acc) - EUR,144.37,4,4,,Europe Large-Cap Blend Equity,0.0,0.5,0.84,4.73,8.31,19.25,13.06,34.5,9.21,,,5.0,1.78,,0.27,,,4.5,,275460509.0,2,28703.97752,4,1.42,1.06,96.43,16.54,0.54,1,1,1,1,1,1,3,1,3,3.0,2.0,False
F00000UQKS,Allianz Europe Conviction Eq AT EUR,EUR,52.8.LU0327455985,Allianz Global Investors Fund - Allianz Europe Conviction Equity AT EUR,153.68,3,3,,Europe Large-Cap Blend Equity,0.0,0.6,1.17,4.4,7.46,20.68,17.19,29.61,8.38,8.1,,5.0,1.86,0.0,0.05,,,4.5,,169649322.0,1,29315.07008,4,0.04,1.1,96.06,17.1,0.46,1,1,1,1,1,1,3,1,1,3.0,2.0,False
F00000U3S4,Allianz Europe Conviction Eq WT EUR,EUR,52.8.LU1056556654,Allianz Global Investors Fund - Allianz Europe Conviction Equity WT EUR,1672.36,4,3,,Europe Large-Cap Blend Equity,0.0,0.6,1.19,4.51,7.78,21.39,17.81,31.15,9.68,9.39,,0.0,0.67,0.0,0.05,,,4.5,,169649322.0,1,29315.07008,4,1.23,1.1,96.06,17.11,0.53,1,1,1,1,1,1,3,1,1,3.0,2.0,False
F00000WF47,Generali IS SRI Ageing Population DX EUR,EUR,52.8.LU1234787460,Generali Investments SICAV - SRI Ageing Population DX EUR,148.65,4,4,,Europe Large-Cap Blend Equity,0.0,-0.24,1.39,3.19,8.75,15.8,13.52,21.47,6.88,8.35,,5.0,1.7,0.0,0.11,,,4.58,,479334873.0,2,25577.84742,2,-0.38,0.93,95.19,14.75,0.41,1,1,1,1,1,1,2,1,2,2.0,2.0,False
F0GBR04HZO,Generali IS SRI European Equity DX,EUR,52.8.LU0145456207,Generali Investments SICAV - SRI European Equity Fund DX,206.06599999999997,3,3,,Europe Large-Cap Blend Equity,0.0,-0.11,1.07,2.63,8.61,14.79,12.83,22.58,5.65,6.49,5.77,5.0,1.71,0.0,0.11,,,4.58,,217126765.0,2,35450.75753,3,-1.54,0.96,98.2,14.79,0.34,1,1,1,1,1,1,2,1,2,2.0,2.0,False
F00000XGMV,MFS Meridian Blnd Rsrch Eurp Eq C1 USD,USD,52.8.LU1340705448,MFS Meridian Funds - Blended Research European Equity Fund C1 USD,16.84,3,2,,Europe Large-Cap Blend Equity,0.0,-0.06,0.42,3.5,9.14,18.26,14.87,37.69,6.68,,,0.0,2.35,0.0,0.24,,,5.0,,5541391.0,2,32632.1937,3,-1.58,1.0,97.24,15.52,0.35,1,1,1,1,1,1,3,1,3,3.0,2.0,False
F00000MSZ7,MFS Meridian Blnd Rsrch Eurp Eq A1 EUR,EUR,52.8.LU0648597655,MFS Meridian Funds - Blended Research European Equity Fund A1 EUR,25.5,4,2,,Europe Large-Cap Blend Equity,0.0,0.43,0.67,3.79,8.1,18.55,16.33,29.44,6.52,9.16,,6.0,1.6,0.0,0.24,,,5.0,,5541392.0,2,32632.1937,3,-0.79,1.02,97.77,15.78,0.4,1,1,1,1,1,1,3,1,3,3.0,2.0,False
F000010BFA,EdRF Europe synergy CR EUR,EUR,52.8.LU1781815052,Edmond de Rothschild Fund - Europe synergy CR EUR,100.41,1,3,,Europe Large-Cap Blend Equity,0.0,0.17,0.37,1.28,7.13,13.48,11.05,20.28,-1.5,,,3.0,2.18,0.0,0.12,,,5.42,,97919003.0,2,12985.78728,3,-8.85,1.02,96.64,15.93,-0.1,1,1,1,1,1,1,3,1,3,2.0,2.0,False
F00000WL6H,EdRF Europe Synergy A EUR,EUR,52.8.LU1102959951,Edmond de Rothschild Fund - Europe Synergy A EUR,159.47,2,3,,Europe Large-Cap Blend Equity,0.0,0.17,0.37,1.26,7.06,13.33,10.92,19.97,-1.68,2.77,4.27,3.0,2.43,0.0,0.12,,,5.42,,97919003.0,2,12985.78728,3,-9.0,1.02,96.7,15.92,-0.11,1,1,1,1,1,1,3,1,3,2.0,2.0,True
F00000WRG9,Amundi IS MSCI Europe A3E-C,EUR,52.8.LU1327398894,Amundi Index Solutions - Amundi Index MSCI Europe A3E-C,157.2,4,3,,Europe Large-Cap Blend Equity,0.0,0.06,0.91,2.45,8.95,17.24,16.03,26.21,8.05,9.15,,4.5,0.13,0.0,-0.07,,,5.75,,2241761274.0,2,40099.46441,3,0.06,1.03,98.73,15.85,0.46,1,1,1,1,1,1,3,1,3,3.0,2.0,False
F00000W9MT,State Street Europe ESG Scrn Idx EqIEUR,EUR,52.8.LU1159236337,SSGA Lux SICAV - State Street Europe ESG Screened Index Equity Fund I EUR,15.0095,4,3,,Europe Large-Cap Blend Equity,0.0,0.05,0.91,2.43,8.88,17.09,15.68,25.64,7.78,8.94,8.04,0.0,0.25,0.0,0.03,,,5.75,,746752119.0,2,40654.71039,3,0.24,1.0,99.82,15.27,0.47,1,1,1,1,1,1,3,1,3,3.0,2.0,True
F00000W0YB,Brook European Focus A EUR Acc,EUR,52.8.IE00BWZMLC31,Brook European Focus Fund A EUR Acc,16.14,3,1,,Europe Large-Cap Blend Equity,0.0,0.19,-0.19,1.89,8.61,25.7,24.92,48.21,9.51,9.23,,5.0,1.25,0.0,0.34,,,6.0,,481591892.0,1,18125.58778,5,0.84,1.22,73.28,22.43,0.43,1,1,1,1,1,1,2,1,2,2.0,2.0,True
