,Name,StarRatingM255,SustainabilityRank,CategoryName,Yield_M12,GBRReturnM3,GBRReturnM6,GBRReturnM0,GBRReturnM12,GBRReturnM36,GBRReturnM60,MaxFrontEndLoad,OngoingCostActual,TransactionFeeActual,ManagerTenure,FundTNAV,EquityStyleBox,AverageMarketCapital,MorningstarRiskM255,AlphaM36,BetaM36,R2M36,StandardDeviationM36,SharpeM36,ReturnProfilePreservation,ReturnProfileIncome,ReturnProfileHedging,TrackRecordExtension,P_E,P_B,P_Sales,P_CashFlow,Dividend_Yield_Percent,Long_term_earning_Percent,Historical_earning_Percent,Sales_growth_percent,Cashflow_growth_percent,Book_value_growth_percent,Equity_Holding,Other_Holding,Assets_in_top10_holdings_percent,Top3_sector_percent,Top5_sector_percent,giant_percent,large_percent,mid_percent,small_percent,micro_percent,Style,Style_5_Min,Style_5_Max,Yield,Yield_5_Min,Yield_5_Max,Momentum,Momentum_5_Min,Momentum_5_Max,Quality,Quality_5_Min,Quality_5_Max,Volatility,Volatility_5_Min,Volatility_5_Max,Liquidity,Liquidity_5_Min,Liquidity_5_Max,Size,Size_5_Min,Size_5_Max,Cat_Flex-Cap,Cat_Income,Cat_Large-Cap,Cat_Mid_Small-Cap,Cat_Miscellaneous
F00000X3SE,ASI UK Equity Enhanced Index B Acc,3,3,Large-Cap,2.5067,8.88,13.14,12.51,17.14,1.11,6.49,0.0,0.21,0.46,5.25,466118020.0,1,19195.05668,3,-0.99,1.04,96.02,17.17,0.11,2,1,3.0,0,13.36,1.73,1.28,8.67,2.6,11.17,-6.04,-6.01,5.08,-2.65,259.0,178,31.0,46.34,67.67,34.39,25.3,26.43,7.96,0.6,73.84,51.27,82.36,21.97,8.19,29.89,68.25,14.76,81.47,75.66,35.87,81.99,31.26,12.1,77.09,38.69,28.99,87.29,42.35,41.04,58.93,0,0,1,0,0
F0GBR04EAP,ASI UK Equity A Acc,3,4,Flex-Cap,0.23765,7.9,9.53,6.45,16.04,6.56,9.17,0.0,1.33,0.26,3.42,495992140.0,6,8066.22292,2,4.83,0.97,79.04,17.7,0.42,2,3,3.0,0,23.08,3.06,3.1,23.85,1.42,12.42,-11.6,-6.17,11.44,1.44,37.0,6,40.0,51.27,77.93,15.36,22.41,47.68,11.15,0.0,13.42,5.65,73.47,80.76,20.5,87.42,47.98,10.44,93.1,35.01,16.34,89.03,31.84,10.12,41.39,46.45,18.06,91.39,23.55,23.55,42.08,1,0,0,0,0
F0GBR06N02,ASI UK Equity I Acc,4,4,Flex-Cap,0.62073,8.02,9.78,6.66,16.56,7.09,9.82,0.0,0.85,0.26,3.42,495992140.0,6,8066.22292,2,5.33,0.97,79.04,17.7,0.45,2,3,3.0,0,23.08,3.06,3.1,23.85,1.42,12.42,-11.6,-6.17,11.44,1.44,37.0,6,40.0,51.27,77.93,15.36,22.41,47.68,11.15,0.0,13.42,5.65,73.47,80.76,20.5,87.42,47.98,10.44,93.1,35.01,16.34,89.03,31.84,10.12,41.39,46.45,18.06,91.39,23.55,23.55,42.08,1,0,0,0,0
F00000Y4IY,ASI UK Equity K Acc,4,4,Flex-Cap,0.68387,8.04,9.82,6.7,16.65,7.17,9.91,0.0,0.78,0.26,3.42,495992140.0,6,8066.22292,2,5.41,0.97,79.04,17.71,0.46,2,3,3.0,0,23.08,3.06,3.1,23.85,1.42,12.42,-11.6,-6.17,11.44,1.44,37.0,6,40.0,51.27,77.93,15.36,22.41,47.68,11.15,0.0,13.42,5.65,73.47,80.76,20.5,87.42,47.98,10.44,93.1,35.01,16.34,89.03,31.84,10.12,41.39,46.45,18.06,91.39,23.55,23.55,42.08,1,0,0,0,0
F0000040PB,ASI UK Equity Index Managed A Acc,3,2,Large-Cap,2.52555,7.78,11.21,11.29,13.26,1.24,6.06,0.0,0.28,0.0,11.83,62131782.0,1,35105.63136,2,-1.15,0.97,96.63,15.99,0.1,2,1,3.0,0,13.7,1.72,1.54,9.48,2.75,11.5,-6.86,-8.49,-1.84,-2.35,99.0,19,33.0,50.61,70.26,41.33,35.03,16.59,0.02,0.0,72.82,65.72,82.55,20.04,6.39,26.11,80.23,20.19,84.03,88.26,68.96,89.23,36.67,18.37,90.07,40.72,25.8,91.98,68.55,62.93,87.06,0,0,1,0,0
F00000S7PM,ASI UK Equity Index Managed B Acc,3,2,Large-Cap,2.5257400000000003,7.78,11.21,11.29,13.25,1.23,6.06,0.0,0.28,0.0,11.83,61586436.0,1,35105.63136,2,-1.16,0.97,96.63,15.99,0.09,2,1,3.0,1,13.7,1.72,1.54,9.48,2.75,11.5,-6.86,-8.49,-1.84,-2.35,99.0,19,33.0,50.61,70.26,41.33,35.03,16.59,0.02,0.0,72.82,65.72,82.55,20.04,6.39,26.11,80.23,20.19,84.03,88.26,68.96,89.23,36.67,18.37,90.07,40.72,25.8,91.98,68.55,62.93,87.06,0,0,1,0,0
F00000WRZN,ASI UK Ethical Equity Inst A Acc,2,5,Flex-Cap,0.0,10.35,17.62,12.57,24.15,3.02,7.77,0.0,1.6,0.12,17.0,345136779.0,6,3007.0712,5,2.27,1.41,82.25,25.1,0.24,2,3,3.0,0,19.65,2.26,1.77,12.72,1.13,13.7,-14.03,-4.24,10.64,2.67,76.0,1,37.0,61.29,82.16,0.0,14.6,51.62,28.17,5.56,21.19,10.35,30.88,82.54,63.74,88.06,47.18,6.36,97.78,13.86,8.62,22.2,17.27,2.54,26.84,39.73,16.06,86.04,13.23,11.64,15.77,1,0,0,0,0
F0GBR04RW7,ASI UK Ethical Equity I Acc,3,5,Flex-Cap,0.45973,10.57,18.2,13.02,25.12,3.82,8.59,0.0,0.85,0.12,17.0,345136779.0,6,3007.0712,5,3.01,1.41,82.35,25.14,0.27,2,3,3.0,1,19.65,2.26,1.77,12.72,1.13,13.7,-14.03,-4.24,10.64,2.67,76.0,1,37.0,61.29,82.16,0.0,14.6,51.62,28.17,5.56,21.19,10.35,30.88,82.54,63.74,88.06,47.18,6.36,97.78,13.86,8.62,22.2,17.27,2.54,26.84,39.73,16.06,86.04,13.23,11.64,15.77,1,0,0,0,0
F00000OPTX,ASI UK Ethical Equity P1 Acc,3,5,Flex-Cap,0.4209,10.47,18.19,12.93,25.02,3.75,8.53,0.0,0.9,0.12,17.0,345136779.0,6,3007.0712,5,2.98,1.41,82.39,25.12,0.27,2,3,3.0,1,19.65,2.26,1.77,12.72,1.13,13.7,-14.03,-4.24,10.64,2.67,76.0,1,37.0,61.29,82.16,0.0,14.6,51.62,28.17,5.56,21.19,10.35,30.88,82.54,63.74,88.06,47.18,6.36,97.78,13.86,8.62,22.2,17.27,2.54,26.84,39.73,16.06,86.04,13.23,11.64,15.77,1,0,0,0,0
F0GBR04RW5,ASI UK Ethical Equity R Acc,3,5,Flex-Cap,0.09434,10.42,17.92,12.79,24.57,3.32,8.08,4.0,1.32,0.12,17.0,345136779.0,6,3007.0712,5,2.56,1.41,82.38,25.1,0.26,2,3,3.0,0,19.65,2.26,1.77,12.72,1.13,13.7,-14.03,-4.24,10.64,2.67,76.0,1,37.0,61.29,82.16,0.0,14.6,51.62,28.17,5.56,21.19,10.35,30.88,82.54,63.74,88.06,47.18,6.36,97.78,13.86,8.62,22.2,17.27,2.54,26.84,39.73,16.06,86.04,13.23,11.64,15.77,1,0,0,0,0
F0GBR04RVX,ASI UK Growth Equity I Acc,2,1,Large-Cap,1.78762,6.52,12.65,12.27,14.87,0.07,5.53,0.0,0.85,0.21,3.17,104433790.0,2,16401.56092,5,-1.79,1.11,93.13,18.66,0.07,2,3,3.0,1,14.48,1.77,1.77,8.4,2.27,14.63,-11.95,-7.9,2.59,-3.07,55.0,1,33.0,52.26,73.5,33.23,21.8,30.34,13.41,0.0,61.62,57.96,88.1,33.93,18.69,49.27,72.27,18.96,95.98,67.3,31.68,86.2,22.45,5.85,57.07,40.87,21.14,84.43,41.01,35.59,52.91,0,0,1,0,0
F00000OPTM,ASI UK Growth Equity P1 Acc,2,1,Large-Cap,1.74659,6.51,12.63,12.25,14.82,0.02,5.47,0.0,0.9,0.21,3.17,104433790.0,2,16401.56092,5,-1.84,1.11,93.13,18.65,0.07,2,3,3.0,1,14.48,1.77,1.77,8.4,2.27,14.63,-11.95,-7.9,2.59,-3.07,55.0,1,33.0,52.26,73.5,33.23,21.8,30.34,13.41,0.0,61.62,57.96,88.1,33.93,18.69,49.27,72.27,18.96,95.98,67.3,31.68,86.2,22.45,5.85,57.07,40.87,21.14,84.43,41.01,35.59,52.91,0,0,1,0,0
F0GBR04RV1,ASI UK Growth Equity R Acc,2,1,Large-Cap,1.40022,6.42,12.39,12.04,14.34,-0.39,5.03,4.0,1.32,0.21,3.17,104433790.0,2,16401.56092,5,-2.26,1.11,93.14,18.64,0.04,2,3,3.0,0,14.48,1.77,1.77,8.4,2.27,14.63,-11.95,-7.9,2.59,-3.07,55.0,1,33.0,52.26,73.5,33.23,21.8,30.34,13.41,0.0,61.62,57.96,88.1,33.93,18.69,49.27,72.27,18.96,95.98,67.3,31.68,86.2,22.45,5.85,57.07,40.87,21.14,84.43,41.01,35.59,52.91,0,0,1,0,0
F0GBR04RYY,ASI UK High Alpha Equity I Acc,2,1,Flex-Cap,1.97685,6.28,14.74,12.29,18.97,-1.71,4.49,0.0,0.86,0.15,3.17,90462443.0,2,13324.85809,4,-3.38,1.31,90.11,22.28,0.01,2,3,3.0,0,14.75,1.91,1.87,8.31,2.13,12.75,-12.72,-8.44,2.91,-2.53,52.0,2,37.0,49.07,72.93,30.78,22.3,28.28,16.88,0.0,67.65,37.39,92.12,51.7,13.52,69.33,38.08,32.93,100.0,82.85,22.9,86.7,16.49,2.71,31.4,29.8,15.91,74.82,32.8,20.93,36.14,1,0,0,0,0
F00000OPTN,ASI UK High Alpha Equity P1 Acc,2,1,Flex-Cap,1.97832,6.23,14.64,12.23,18.87,-1.78,4.41,0.0,0.91,0.15,3.17,90462443.0,2,13324.85809,4,-3.45,1.31,90.12,22.28,0.01,2,3,3.0,1,14.75,1.91,1.87,8.31,2.13,12.75,-12.72,-8.44,2.91,-2.53,52.0,2,37.0,49.07,72.93,30.78,22.3,28.28,16.88,0.0,67.65,37.39,92.12,51.7,13.52,69.33,38.08,32.93,100.0,82.85,22.9,86.7,16.49,2.71,31.4,29.8,15.91,74.82,32.8,20.93,36.14,1,0,0,0,0
F0GBR04RYX,ASI UK High Alpha Equity R Acc,2,1,Flex-Cap,1.9839799999999999,6.14,14.41,12.07,18.45,-2.17,3.99,4.0,1.33,0.15,3.17,90462443.0,2,13324.85809,4,-3.86,1.31,90.08,22.26,-0.01,2,3,3.0,0,14.75,1.91,1.87,8.31,2.13,12.75,-12.72,-8.44,2.91,-2.53,52.0,2,37.0,49.07,72.93,30.78,22.3,28.28,16.88,0.0,67.65,37.39,92.12,51.7,13.52,69.33,38.08,32.93,100.0,82.85,22.9,86.7,16.49,2.71,31.4,29.8,15.91,74.82,32.8,20.93,36.14,1,0,0,0,0
F0GBR04RW2,ASI UK High Income Equity I Acc,2,1,Income,2.92259,7.27,16.44,15.5,18.72,-2.01,3.52,0.0,0.85,0.01,3.17,371004143.0,1,13717.04777,4,-3.89,1.26,93.4,21.13,-0.02,2,1,3.0,0,12.71,1.53,1.27,7.19,3.14,12.09,-16.67,-6.45,3.62,-2.25,61.0,2,37.0,49.92,71.96,31.53,24.11,26.1,13.52,4.08,77.45,74.39,94.31,14.86,6.69,31.79,69.27,19.44,94.63,75.49,40.04,87.45,23.0,6.87,80.17,34.13,19.93,82.88,36.61,30.97,54.22,0,1,0,0,0
F00000Q8RZ,ASI UK High Income Equity Inst S Acc,2,1,Income,2.9357599999999997,7.27,16.49,15.54,18.8,-1.8,3.67,0.0,0.78,0.01,3.17,371004143.0,1,13717.04777,4,-3.66,1.26,93.34,21.13,-0.01,2,1,3.0,0,12.71,1.53,1.27,7.19,3.14,12.09,-16.67,-6.45,3.62,-2.25,61.0,2,37.0,49.92,71.96,31.53,24.11,26.1,13.52,4.08,77.45,74.39,94.31,14.86,6.69,31.79,69.27,19.44,94.63,75.49,40.04,87.45,23.0,6.87,80.17,34.13,19.93,82.88,36.61,30.97,54.22,0,1,0,0,0
F00000OPTU,ASI UK High Income Equity P1 Acc,2,1,Income,2.92418,7.22,16.41,15.46,18.63,-2.07,3.46,0.0,0.9,0.01,3.17,371004143.0,1,13717.04777,4,-3.94,1.26,93.34,21.14,-0.02,2,1,3.0,1,12.71,1.53,1.27,7.19,3.14,12.09,-16.67,-6.45,3.62,-2.25,61.0,2,37.0,49.92,71.96,31.53,24.11,26.1,13.52,4.08,77.45,74.39,94.31,14.86,6.69,31.79,69.27,19.44,94.63,75.49,40.04,87.45,23.0,6.87,80.17,34.13,19.93,82.88,36.61,30.97,54.22,0,1,0,0,0
F0GBR04RVY,ASI UK High Income Equity R Acc,2,1,Income,2.93364,7.1,16.15,15.24,18.12,-2.47,3.04,4.0,1.32,0.01,3.17,371004143.0,1,13717.04777,4,-4.34,1.26,93.4,21.11,-0.04,2,1,3.0,0,12.71,1.53,1.27,7.19,3.14,12.09,-16.67,-6.45,3.62,-2.25,61.0,2,37.0,49.92,71.96,31.53,24.11,26.1,13.52,4.08,77.45,74.39,94.31,14.86,6.69,31.79,69.27,19.44,94.63,75.49,40.04,87.45,23.0,6.87,80.17,34.13,19.93,82.88,36.61,30.97,54.22,0,1,0,0,0
F0GBR04EAM,ASI UK Income Equity A Acc,4,3,Income,3.21845,9.45,11.24,9.38,16.15,5.89,7.4,0.0,1.34,0.1,5.42,183373095.0,2,12739.33603,2,3.74,0.9,91.34,15.21,0.41,2,1,3.0,0,16.86,2.29,2.32,14.91,2.65,7.82,-4.2,-7.84,-3.87,-1.02,71.0,9,36.0,45.56,66.97,29.41,19.99,37.29,11.59,0.0,60.56,31.69,77.4,18.01,11.71,39.2,80.46,18.49,93.94,60.81,33.36,91.24,67.3,18.84,75.94,58.2,39.01,91.36,32.85,32.85,58.28,0,1,0,0,0
F0GBR06IAU,ASI UK Income Equity I Acc,4,3,Income,3.2056400000000003,9.57,11.49,9.6,16.67,6.41,8.04,0.0,0.85,0.1,5.42,183373095.0,2,12739.33603,2,4.24,0.9,91.34,15.21,0.44,2,1,3.0,1,16.86,2.29,2.32,14.91,2.65,7.82,-4.2,-7.84,-3.87,-1.02,71.0,9,36.0,45.56,66.97,29.41,19.99,37.29,11.59,0.0,60.56,31.69,77.4,18.01,11.71,39.2,80.46,18.49,93.94,60.81,33.36,91.24,67.3,18.84,75.94,58.2,39.01,91.36,32.85,32.85,58.28,0,1,0,0,0
F000000FRV,ASI UK Income Unconstrained Eq I Acc,2,1,Income,3.39394,9.81,18.88,16.77,24.62,-2.38,2.46,0.0,0.9,0.08,12.42,774893626.0,4,2925.6181699999997,5,-3.77,1.32,90.4,22.54,-0.01,2,1,3.0,0,12.25,1.47,1.02,6.19,2.99,7.98,-17.71,-9.6,4.7,-1.08,60.0,31,39.0,68.59,88.84,11.23,15.48,26.44,34.03,12.04,80.58,48.59,92.64,25.35,6.73,57.52,32.54,10.27,97.96,29.65,25.31,77.64,18.31,3.6,74.67,49.17,20.68,92.69,13.15,13.15,21.08,0,1,0,0,0
F00000OPVC,ASI UK Income Unconstrained Eq P1 Acc,2,1,Income,3.39741,9.71,18.69,16.62,24.28,-2.62,2.2,0.0,1.15,0.08,12.42,774893626.0,4,2925.6181699999997,5,-4.0,1.33,90.42,22.55,-0.02,2,1,3.0,1,12.25,1.47,1.02,6.19,2.99,7.98,-17.71,-9.6,4.7,-1.08,60.0,31,39.0,68.59,88.84,11.23,15.48,26.44,34.03,12.04,80.58,48.59,92.64,25.35,6.73,57.52,32.54,10.27,97.96,29.65,25.31,77.64,18.31,3.6,74.67,49.17,20.68,92.69,13.15,13.15,21.08,0,1,0,0,0
F000000FRT,ASI UK Income Unconstrained Eq R Acc,2,1,Income,3.40403,9.64,18.51,16.46,23.86,-2.98,1.84,4.0,1.52,0.08,12.42,774893626.0,4,2925.6181699999997,5,-4.38,1.32,90.4,22.54,-0.03,2,1,3.0,0,12.25,1.47,1.02,6.19,2.99,7.98,-17.71,-9.6,4.7,-1.08,60.0,31,39.0,68.59,88.84,11.23,15.48,26.44,34.03,12.04,80.58,48.59,92.64,25.35,6.73,57.52,32.54,10.27,97.96,29.65,25.31,77.64,18.31,3.6,74.67,49.17,20.68,92.69,13.15,13.15,21.08,0,1,0,0,0
F0GBR04RUO,ASI UK Mid-Cap Equity A Acc,5,3,Mid_Small-Cap,0.0,14.5,15.81,10.32,30.45,11.79,13.44,0.0,1.33,0.0,2.83,205147909.0,6,1898.5562699999998,1,7.96,0.76,78.25,18.83,0.67,2,3,3.0,0,24.72,4.21,2.35,18.2,0.9,13.13,-1.8,5.13,22.74,11.02,56.0,4,30.0,52.93,77.93,0.0,2.93,50.22,42.11,0.0,4.6,1.0,55.98,94.71,70.05,97.13,21.22,2.47,93.83,3.87,2.26,18.28,13.84,3.2,28.61,46.13,21.64,95.82,10.24,8.77,12.74,0,0,0,1,0
F00000P8DU,ASI UK Mid-Cap Equity I Acc,5,3,Mid_Small-Cap,0.27071999999999996,14.62,16.08,10.54,31.04,12.35,14.13,0.0,0.85,0.0,2.83,205147909.0,6,1898.5562699999998,1,8.46,0.76,78.23,18.82,0.7,2,3,3.0,1,24.72,4.21,2.35,18.2,0.9,13.13,-1.8,5.13,22.74,11.02,56.0,4,30.0,52.93,77.93,0.0,2.93,50.22,42.11,0.0,4.6,1.0,55.98,94.71,70.05,97.13,21.22,2.47,93.83,3.87,2.26,18.28,13.84,3.2,28.61,46.13,21.64,95.82,10.24,8.77,12.74,0,0,0,1,0
F00000Y4IZ,ASI UK Mid-Cap Equity K Acc,5,3,Mid_Small-Cap,0.33963000000000004,14.65,16.11,10.57,31.14,12.44,14.21,0.0,0.78,0.0,2.83,205147909.0,6,1898.5562699999998,1,8.54,0.76,78.22,18.83,0.71,2,3,3.0,0,24.72,4.21,2.35,18.2,0.9,13.13,-1.8,5.13,22.74,11.02,56.0,4,30.0,52.93,77.93,0.0,2.93,50.22,42.11,0.0,4.6,1.0,55.98,94.71,70.05,97.13,21.22,2.47,93.83,3.87,2.26,18.28,13.84,3.2,28.61,46.13,21.64,95.82,10.24,8.77,12.74,0,0,0,1,0
F000000213,ASI UK Mid-Cap Equity Z Acc,5,3,Mid_Small-Cap,0.8662200000000001,14.84,16.51,10.9,32.02,13.2,14.98,0.0,0.1,0.0,2.83,205147909.0,6,1898.5562699999998,1,9.22,0.76,78.22,18.84,0.74,2,3,3.0,0,24.72,4.21,2.35,18.2,0.9,13.13,-1.8,5.13,22.74,11.02,56.0,4,30.0,52.93,77.93,0.0,2.93,50.22,42.11,0.0,4.6,1.0,55.98,94.71,70.05,97.13,21.22,2.47,93.83,3.87,2.26,18.28,13.84,3.2,28.61,46.13,21.64,95.82,10.24,8.77,12.74,0,0,0,1,0
F0GBR0549B,ASI UK Opportunities Equity I Acc,2,2,Mid_Small-Cap,0.12028,14.93,16.27,11.37,30.72,7.22,13.12,0.0,0.86,0.11,5.42,173822693.0,6,1794.0401399999998,4,1.19,0.75,64.23,22.3,0.43,2,3,3.0,0,25.55,4.35,2.35,18.19,0.87,14.71,1.4,7.82,25.99,12.07,54.0,3,28.0,52.3,80.07,0.0,3.28,49.68,44.04,0.93,3.74,1.0,15.64,95.29,94.39,99.12,45.06,2.14,82.8,5.11,2.76,13.37,13.83,1.0,25.46,53.12,24.75,97.18,9.98,5.34,10.1,0,0,0,1,0
F00000OPUU,ASI UK Opportunities Equity P1 Acc,2,2,Mid_Small-Cap,0.07627,15.01,16.26,11.41,30.71,7.19,13.07,0.0,0.91,0.11,5.42,173822693.0,6,1794.0401399999998,4,1.15,0.75,64.25,22.28,0.42,2,3,3.0,1,25.55,4.35,2.35,18.19,0.87,14.71,1.4,7.82,25.99,12.07,54.0,3,28.0,52.3,80.07,0.0,3.28,49.68,44.04,0.93,3.74,1.0,15.64,95.29,94.39,99.12,45.06,2.14,82.8,5.11,2.76,13.37,13.83,1.0,25.46,53.12,24.75,97.18,9.98,5.34,10.1,0,0,0,1,0
F0GBR04O7W,ASI UK Opportunities Equity R Acc,2,2,Mid_Small-Cap,0.0,14.82,16.01,11.15,30.08,6.73,12.59,4.0,1.33,0.11,5.42,173822693.0,6,1794.0401399999998,4,0.72,0.75,64.16,22.29,0.4,2,3,3.0,0,25.55,4.35,2.35,18.19,0.87,14.71,1.4,7.82,25.99,12.07,54.0,3,28.0,52.3,80.07,0.0,3.28,49.68,44.04,0.93,3.74,1.0,15.64,95.29,94.39,99.12,45.06,2.14,82.8,5.11,2.76,13.37,13.83,1.0,25.46,53.12,24.75,97.18,9.98,5.34,10.1,0,0,0,1,0
F0GBR06XPG,ASI UK Responsible Equity A Acc,4,5,Flex-Cap,0.53661,9.75,14.54,9.93,22.98,9.28,12.24,0.0,1.35,0.21,3.42,77057880.0,5,5049.61527,2,7.12,1.06,86.31,18.36,0.55,2,3,3.0,0,20.11,2.46,2.14,12.26,1.34,12.14,-14.38,-6.86,12.04,4.33,49.0,3,29.0,62.7,81.0,0.0,23.72,57.5,16.53,0.0,24.8,9.01,74.74,79.43,21.29,82.55,49.98,8.63,92.9,28.17,13.33,77.67,28.0,7.91,37.62,51.05,17.5,89.0,19.32,19.04,38.51,1,0,0,0,0
F00000P8DS,ASI UK Responsible Equity I Acc,5,5,Flex-Cap,0.89844,9.88,14.8,10.15,23.54,9.82,12.91,0.0,0.87,0.21,3.42,77057880.0,5,5049.61527,2,7.62,1.06,86.32,18.37,0.57,2,3,3.0,1,20.11,2.46,2.14,12.26,1.34,12.14,-14.38,-6.86,12.04,4.33,49.0,3,29.0,62.7,81.0,0.0,23.72,57.5,16.53,0.0,24.8,9.01,74.74,79.43,21.29,82.55,49.98,8.63,92.9,28.17,13.33,77.67,28.0,7.91,37.62,51.05,17.5,89.0,19.32,19.04,38.51,1,0,0,0,0
F00000WRZP,ASI UK Smaller Companies Inst A Acc,3,3,Mid_Small-Cap,0.0,14.96,14.48,10.78,26.26,11.15,14.83,0.0,1.69,0.06,24.42,2009542411.0,9,1174.39149,2,5.05,0.66,62.14,20.08,0.62,2,3,3.0,0,28.17,4.65,2.22,17.07,0.92,12.27,17.74,5.46,30.38,12.08,65.0,30,33.0,50.94,80.82,0.0,0.0,35.55,57.43,4.33,3.54,1.0,5.98,95.2,92.73,97.86,24.48,2.01,90.44,5.59,2.2,7.32,9.45,2.54,30.82,64.91,42.06,96.79,6.53,4.73,9.71,0,0,0,1,0
F0GBR04RVV,ASI UK Smaller Companies I Acc,4,3,Mid_Small-Cap,0.18411,15.07,14.86,11.06,27.25,12.02,15.75,0.0,0.89,0.06,24.42,2009542411.0,9,1174.39149,2,5.85,0.66,62.11,20.08,0.66,2,3,3.0,1,28.17,4.65,2.22,17.07,0.92,12.27,17.74,5.46,30.38,12.08,65.0,30,33.0,50.94,80.82,0.0,0.0,35.55,57.43,4.33,3.54,1.0,5.98,95.2,92.73,97.86,24.48,2.01,90.44,5.59,2.2,7.32,9.45,2.54,30.82,64.91,42.06,96.79,6.53,4.73,9.71,0,0,0,1,0
F00000Q8RS,ASI UK Smaller Companies Inst S Acc,4,3,Mid_Small-Cap,0.28059,15.09,14.9,11.13,27.34,12.15,15.88,0.0,0.77,0.06,24.42,2009542411.0,9,1174.39149,2,5.98,0.66,62.26,20.1,0.66,2,3,3.0,0,28.17,4.65,2.22,17.07,0.92,12.27,17.74,5.46,30.38,12.08,65.0,30,33.0,50.94,80.82,0.0,0.0,35.55,57.43,4.33,3.54,1.0,5.98,95.2,92.73,97.86,24.48,2.01,90.44,5.59,2.2,7.32,9.45,2.54,30.82,64.91,42.06,96.79,6.53,4.73,9.71,0,0,0,1,0
F00000OPTZ,ASI UK Smaller Companies P1 Acc,4,3,Mid_Small-Cap,0.1072,15.1,14.82,11.03,27.06,11.9,15.62,0.0,0.99,0.06,24.42,2009542411.0,9,1174.39149,2,5.77,0.66,62.21,20.09,0.65,2,3,3.0,1,28.17,4.65,2.22,17.07,0.92,12.27,17.74,5.46,30.38,12.08,65.0,30,33.0,50.94,80.82,0.0,0.0,35.55,57.43,4.33,3.54,1.0,5.98,95.2,92.73,97.86,24.48,2.01,90.44,5.59,2.2,7.32,9.45,2.54,30.82,64.91,42.06,96.79,6.53,4.73,9.71,0,0,0,1,0
F0GBR04RV5,ASI UK Smaller Companies R Acc,3,3,Mid_Small-Cap,0.0,14.99,14.61,10.89,26.62,11.51,15.2,4.0,1.36,0.06,24.42,2009542411.0,9,1174.39149,2,5.37,0.66,62.14,20.08,0.63,2,3,3.0,0,28.17,4.65,2.22,17.07,0.92,12.27,17.74,5.46,30.38,12.08,65.0,30,33.0,50.94,80.82,0.0,0.0,35.55,57.43,4.33,3.54,1.0,5.98,95.2,92.73,97.86,24.48,2.01,90.44,5.59,2.2,7.32,9.45,2.54,30.82,64.91,42.06,96.79,6.53,4.73,9.71,0,0,0,1,0
F00000WRZM,ASI UK Unconstrained Equity Inst A Acc,1,1,Flex-Cap,0.0,7.04,24.93,21.09,44.5,-0.93,5.1,0.0,1.9,0.31,6.0,448078571.0,5,2279.99437,5,-1.05,1.68,86.3,29.16,0.12,2,3,3.0,0,15.51,1.33,1.06,13.0,0.73,7.28,-12.82,-8.86,-0.89,-5.33,43.0,27,40.0,62.32,80.88,0.0,20.29,23.65,48.52,6.25,61.78,46.63,90.61,95.67,13.97,98.19,9.87,6.41,99.9,76.13,14.66,88.54,3.34,1.0,23.67,26.61,6.48,82.6,11.3,9.22,15.93,1,0,0,0,0
F0GBR06XQ6,ASI UK Unconstrained Equity I Acc,2,1,Flex-Cap,0.34321,7.31,25.54,21.61,45.91,0.07,6.15,7.5,0.9,0.31,6.0,448078571.0,5,2279.99437,5,-0.06,1.68,86.3,29.18,0.16,2,3,3.0,0,15.51,1.33,1.06,13.0,0.73,7.28,-12.82,-8.86,-0.89,-5.33,43.0,27,40.0,62.32,80.88,0.0,20.29,23.65,48.52,6.25,61.78,46.63,90.61,95.67,13.97,98.19,9.87,6.41,99.9,76.13,14.66,88.54,3.34,1.0,23.67,26.61,6.48,82.6,11.3,9.22,15.93,1,0,0,0,0
F00000Q8S3,ASI UK Unconstrained Equity Inst S Acc,1,1,Flex-Cap,0.47971,7.37,25.66,21.71,46.21,0.35,6.37,0.0,0.83,0.31,6.0,448078571.0,5,2279.99437,5,0.23,1.68,86.28,29.17,0.17,2,3,3.0,0,15.51,1.33,1.06,13.0,0.73,7.28,-12.82,-8.86,-0.89,-5.33,43.0,27,40.0,62.32,80.88,0.0,20.29,23.65,48.52,6.25,61.78,46.63,90.61,95.67,13.97,98.19,9.87,6.41,99.9,76.13,14.66,88.54,3.34,1.0,23.67,26.61,6.48,82.6,11.3,9.22,15.93,1,0,0,0,0
F00000OPVE,ASI UK Unconstrained Equity P1 Acc,1,1,Flex-Cap,0.17210999999999999,7.2,25.36,21.48,45.54,-0.21,5.88,0.0,1.15,0.31,6.0,448078571.0,5,2279.99437,5,-0.31,1.68,86.3,29.17,0.15,2,3,3.0,1,15.51,1.33,1.06,13.0,0.73,7.28,-12.82,-8.86,-0.89,-5.33,43.0,27,40.0,62.32,80.88,0.0,20.29,23.65,48.52,6.25,61.78,46.63,90.61,95.67,13.97,98.19,9.87,6.41,99.9,76.13,14.66,88.54,3.34,1.0,23.67,26.61,6.48,82.6,11.3,9.22,15.93,1,0,0,0,0
