SecId,Name,StarRatingM255,SustainabilityRank,Yield_M12,GBRReturnW1,GBRReturnM1,GBRReturnM3,GBRReturnM6,GBRReturnM0,GBRReturnM12,GBRReturnM36,MaxFrontEndLoad,OngoingCostActual,TransactionFeeActual,ManagerTenure,FundTNAV,AverageMarketCapital,MorningstarRiskM255,AlphaM36,BetaM36,R2M36,StandardDeviationM36,SharpeM36,ReturnProfilePreservation,ReturnProfileIncome,ReturnProfileHedging,TrackRecordExtension,Cat_Flex-Cap,Cat_Income,Cat_Large-Cap,Cat_Mid_Small-Cap,Cat_Miscellaneous,Size,Style
F00000OO88,M&G Pan European Select GBP I Acc,5,4,0.77681,1.4,5.03,12.03,15.07,13.32,33.11,8.52,0.0,0.69,0.04,6.92,154767340.0,19545.30158,4,1.4,1.08,93.57,16.97,0.53,3,3,3.0,1,0,0,1,0,0,1,3
F00000LKZF,Russell Inv UK Equity R,2,4,0.0,-0.13,-0.58,5.87,14.38,13.54,21.52,0.81,0.0,2.25,0.57,2.25,137783479.0,8699.82763,4,-0.95,1.2,96.33,19.81,0.12,2,2,2.0,0,0,0,1,0,0,2,2
F00000JUYT,AB Eurozone Eq Ptf I EUR Acc,3,3,0.0,0.21,4.59,7.98,17.66,13.99,35.81,4.26,1.5,1.03,0.13,9.42,732265678.0,15591.3456,5,-2.76,1.1,96.1,20.26,0.27,3,3,3.0,0,0,0,1,0,0,1,1
F0000000K6,Allianz Europe Equity Growth IT EUR,5,5,0.0,1.59,5.42,10.28,21.9,15.93,37.98,14.0,2.0,0.95,0.03,11.67,6691025571.0,28895.78967,5,-0.32,1.2,92.37,16.28,0.81,3,1,3.0,1,0,0,1,0,0,1,3
F00000VF5A,ASI European Equity Enhanced Index B Acc,4,3,1.62073,1.49,6.1,11.89,13.62,12.7,26.99,8.74,0.0,0.22,0.41,6.25,290482520.0,41683.95841,3,-0.84,1.07,97.95,16.4,0.54,2,1,3.0,0,0,0,0,0,1,1,2
F000000G8T,Generali IS Euro Future Leaders DX,1,4,0.0,0.57,1.25,7.32,15.29,13.82,28.82,2.36,5.0,2.0,0.23,14.0,252044835.0,5517.4861299999975,4,-5.4,1.07,96.12,20.59,0.15,2,2,2.0,0,0,0,0,1,0,2,2
F00000VGVI,UBS (Lux) ES Euro Countrs Inc€ K-1-acc,2,4,0.0,1.44,1.35,7.77,11.25,10.06,24.38,1.15,3.0,1.16,0.15,6.42,489300968.3,21242.89347,1,-3.64,0.77,91.81,14.34,0.07,3,1,3.0,0,0,0,1,0,0,1,2
F000005PK8,iShares EMU Index (IE) Flex Acc EUR,4,3,0.0,0.55,2.51,9.13,17.64,15.66,29.35,8.04,0.0,0.11,0.06,12.83,97717535.0,39546.49768,3,0.78,1.01,99.62,18.25,0.45,3,1,3.0,0,0,0,1,0,0,1,2
F00000Z4A8,Berenberg Aktien Strategie Deutlnd M,3,3,0.0,0.84,3.17,8.3,15.28,11.21,29.81,6.86,0.0,0.94,0.28,4.0,61794958.0,15204.51001,4,-0.06,1.11,88.64,23.07,0.36,3,3,3.0,0,0,0,0,0,1,1,3
F00000TQLQ,TM UBS (UK) - Global Equity C Acc,2,3,0.51923,0.77,0.68,6.78,8.64,7.65,19.69,6.33,5.25,1.6,0.02,8.75,154906831.0,30444.598489999997,4,-5.71,1.1,96.07,16.01,0.43,2,2,3.0,0,0,0,1,0,0,1,2
F00000W9MT,State Street Europe ESG Scrn Idx EqIEUR,4,3,0.0,0.91,2.43,8.88,17.09,15.68,25.64,7.78,0.0,0.25,0.03,5.75,746752119.0,40654.71039,3,0.24,1.0,99.82,15.27,0.47,3,3,3.0,1,0,0,1,0,0,1,2
F00000WF7I,JPM UK Equity Income A Net Acc,3,2,2.86794,-0.14,0.33,11.09,16.48,14.98,19.36,2.97,0.0,1.28,0.16,4.08,295090425.0,11408.4981,3,0.96,1.12,93.43,18.77,0.22,3,1,3.0,0,0,1,0,0,0,1,2
F00000P0JS,Mirabaud UK Equity High Alpha A GBP Acc,3,5,0.0,-0.2,-0.84,10.93,18.33,15.04,30.63,8.95,0.0,1.58,0.96,3.75,33664276.0,5415.124470000002,4,7.1,1.34,83.31,23.74,0.45,3,1,3.0,0,1,0,0,0,0,2,3
F00000TGFI,VT Vanneck Equity B GBP Acc,5,3,2.8170900000000003,0.57,0.34,8.88,9.73,9.46,12.77,5.66,0.0,0.92,0.16,7.08,70560425.0,45500.81053,1,3.19,0.85,93.1,14.22,0.39,2,1,2.0,1,0,0,1,0,0,1,2
F00000QTM7,L\u0026G UK 100 Index C Acc,3,2,2.97238,0.04,-0.04,7.55,10.66,11.06,13.06,1.14,0.0,0.07,-0.16,7.75,1219423490.0,35119.90157,2,-1.13,0.97,96.12,15.93,0.1,3,3,3.0,0,0,0,1,0,0,1,1
F00000Q5MF,Brook Developed Markets I EUR Acc,4,1,0.0,0.77,3.77,7.71,18.11,17.72,60.85,18.15,5.0,1.03,-0.02,8.0,130130441.0,5223.1251200000015,5,1.46,1.53,75.24,27.9,0.69,2,2,2.0,1,1,0,0,0,0,2,1
F0GBR052U8,AB European Eq Ptf I Acc,4,2,0.0,0.57,5.45,9.97,21.73,17.1,36.23,3.91,1.5,1.06,0.32,9.42,600476193.0,14162.20355,3,2.01,0.94,91.05,18.78,0.24,3,3,3.0,0,0,0,1,0,0,1,2
F00000NBKA,Schroder Global Equity Income Z Acc,3,2,2.31235,1.11,1.11,6.39,15.86,17.05,26.13,3.42,0.0,0.95,0.33,3.17,266862099.0,14292.240909999999,5,-5.71,1.32,81.5,18.99,0.22,2,1,3.0,1,0,1,0,0,0,1,1
F000003U77,Artemis Income I Acc,5,4,3.36636,0.29,0.08,7.77,12.77,11.91,21.41,3.32,0.0,0.79,0.19,19.42,4852508869.0,12703.32563,2,1.22,1.05,96.22,17.33,0.24,3,1,3.0,1,0,1,0,0,0,1,1
F0GBR04LWW,Schroder ISF Swiss S&M Cap Eq A Acc CHF,3,1,0.0,0.38,7.93,7.89,19.16,14.42,37.39,8.35,5.0,1.85,0.12,11.33,160382978.0,4227.14817,3,2.12,0.88,94.16,13.85,0.68,2,3,3.0,0,0,0,0,1,0,2,3
F00000ZVQ2,Schroder ISF EURO Equity CN Acc EUR,2,2,0.0,0.58,6.47,10.11,20.29,17.05,32.48,5.64,3.0,0.94,0.66,11.08,2427826794.0,12968.6661,4,-1.91,1.02,92.8,19.2,0.3,2,3,3.0,0,0,0,1,0,0,1,2
F00000P8DS,ASI UK Responsible Equity I Acc,5,5,0.89844,0.26,1.71,9.88,14.8,10.15,23.54,9.82,0.0,0.87,0.21,3.42,77057880.0,5049.61527,2,7.62,1.06,86.32,18.37,0.57,2,3,3.0,1,1,0,0,0,0,2,2
F00000OUII,Lazard European Alpha C Acc,2,3,0.9091899999999999,1.02,5.04,9.69,9.5,7.94,23.51,7.2,0.0,0.83,0.21,13.25,86614744.0,30284.51892,3,-2.1,1.1,97.13,17.34,0.46,3,3,3.0,1,0,0,0,0,1,1,2
F00000Y4BQ,TB Guinness UK Eq Inc Z Early Invstr Acc,3,4,10.50665,0.37,1.54,9.26,13.59,11.54,18.22,0.82,0.0,0.5,0.0,4.5,219390.0,4895.59917,4,-1.26,1.22,91.37,20.56,0.1,2,2,2.0,0,0,1,0,0,0,2,1
F00000ZBNA,Allianz SelS\u0026MCpEqAllianzStratPME-ETIAT€,2,2,0.0,0.01,1.83,7.62,17.98,12.37,43.82,7.55,5.0,3.04,0.0,3.92,142763113.0,867.26719,4,-1.21,1.04,87.88,22.72,0.4,3,1,3.0,0,0,0,0,1,0,3,3
F00000SJTH,Quilter Inv UK Eq Opports U2 (GBP) Acc,3,2,1.34239,0.2,0.67,11.14,17.8,15.88,35.14,6.09,5.0,0.74,0.46,8.17,381917940.0,6184.01986,3,4.47,1.4,92.03,23.58,0.35,2,3,3.0,1,1,0,0,0,0,2,2
F0GBR04LG0,AXAWF Fram Europe Small Cap A Cap EUR,3,3,0.0,0.31,4.06,6.86,12.8,7.45,28.34,5.01,5.5,2.02,0.16,12.67,529349589.0,2946.061680000001,2,-2.73,0.87,91.98,16.99,0.31,3,3,3.0,0,0,0,0,1,0,2,3
F0GBR06XPG,ASI UK Responsible Equity A Acc,4,5,0.53661,0.25,1.67,9.75,14.54,9.93,22.98,9.28,0.0,1.35,0.21,3.42,77057880.0,5049.61527,2,7.12,1.06,86.31,18.36,0.55,2,3,3.0,0,1,0,0,0,0,2,2
F00000OYMK,iShares Europe Equity Index (LU) N2 EUR,4,3,0.0,1.38,5.03,9.17,18.68,15.82,30.24,7.84,5.0,0.24,0.1,0.75,210349052.0,40419.8675,3,-0.36,1.06,98.54,16.26,0.44,3,1,3.0,0,0,0,1,0,0,1,2
F0GBR05716,PineBridge Europe Small Cap Equity A1,2,3,0.0,-0.25,6.06,11.04,22.02,17.13,50.26,3.94,6.0,2.13,0.01,8.58,43127236.0,1995.9953899999998,4,-5.42,1.05,94.94,21.55,0.22,2,2,2.0,0,0,0,0,1,0,2,3
F0GBR04S8K,Man GLG Income Retail Acc A,3,2,4.263809999999999,-0.07,-0.66,7.84,14.13,12.14,18.45,0.88,5.0,1.65,0.87,7.58,1780432513.0,8892.1822,5,-0.82,1.28,93.13,21.52,0.13,2,1,2.0,0,0,1,0,0,0,2,1
F00000NGHU,Invesco Pan European Focus Eq C EUR Acc,3,2,0.0,1.11,5.3,10.38,26.17,21.42,43.03,4.8,5.0,1.31,0.36,9.92,110620679.0,23302.051059999998,4,2.26,1.04,96.07,20.31,0.25,3,3,3.0,0,0,0,1,0,0,1,1
F00000V2ZU,MFS Meridian European Smlr Coms C1 USD,2,4,0.0,0.18,4.32,9.03,15.97,10.51,38.34,8.39,0.0,2.72,0.1,19.58,478360454.0,3941.5821899999996,1,-0.26,0.84,95.22,15.53,0.47,3,3,3.0,0,0,0,0,1,0,2,3
F0GBR04S4Q,JPM Europe Smaller Companies A Acc,3,4,0.0,1.25,7.23,8.55,11.71,7.24,44.61,8.94,0.0,1.59,1.33,22.75,230598056.0,3218.39025,4,-1.56,1.03,94.95,20.82,0.48,3,3,3.0,0,0,0,0,1,0,2,3
F0GBR04MY3,Scottish Widows Environmental Inv A,2,4,0.5327,-0.47,0.71,5.27,5.93,3.26,12.49,7.91,7.0,0.28,0.21,10.92,267832332.0,8353.108540000001,4,-3.63,1.04,87.72,16.11,0.53,2,2,2.0,0,0,0,0,0,1,2,2
F00000V18M,Jupiter Global Value D USD Acc,3,2,0.0,0.75,2.19,13.36,27.28,24.54,45.44,5.81,5.0,0.95,0.1,4.67,352365107.0,5130.97974,3,-8.47,1.12,87.23,17.37,0.25,3,3,3.0,1,1,0,0,0,0,2,1
F0000101MU,Uni-Global-Equities Eurozone RA EUR,3,5,0.0,0.35,2.05,8.0,12.67,11.71,17.88,3.75,4.0,0.99,-0.12,4.5,52574853.0,25286.06991,1,-1.66,0.75,91.8,13.85,0.25,3,3,3.0,0,0,0,1,0,0,1,2
F0GBR06KRP,JOHCM UK Equity Income A GBP Acc,3,2,2.3479900000000002,0.31,0.29,8.13,22.71,20.6,30.87,0.36,5.0,0.8,0.26,16.58,2142847480.0,6737.99255,5,-1.1,1.53,88.89,26.22,0.12,2,2,2.0,0,0,1,0,0,0,2,1
F00000UDWL,LO Funds Swiss Equity CHF MA,4,2,0.0,1.83,5.82,9.46,17.11,13.19,24.63,11.75,5.0,1.2,0.2,5.58,229765761.0,28678.539039999996,3,-1.57,1.03,94.7,11.82,0.99,2,2,2.0,0,0,0,0,0,1,1,2
F000000KX0,VT Munro Smart Beta UK A Acc Retail,1,1,3.8973400000000002,0.04,-0.91,5.82,11.8,12.83,12.86,-1.3,5.0,1.96,0.09,13.75,5095993.0,32643.15406,4,-3.52,1.12,94.32,18.69,-0.02,2,2,2.0,0,0,0,1,0,0,1,1
F00000THQW,Templeton Glb Climate Change Z(acc)EUR,2,2,0.0,0.22,1.87,5.53,14.55,8.33,46.53,12.14,0.0,1.34,0.18,3.25,745604566.0,13335.8094,3,-1.31,1.09,89.53,16.88,0.69,3,3,3.0,0,0,0,0,0,1,1,2
F00000X14G,MS INVF Europe Opportunity A,5,4,0.0,1.47,9.07,9.95,18.67,14.32,57.42,21.59,5.75,1.74,0.18,1.17,1446090670.0,20445.32994,2,14.1,0.76,71.37,15.22,1.26,3,1,3.0,0,1,0,0,0,0,1,3
F00000Q489,Montanaro European MidCap Instl EUR Acc,5,4,0.0,2.13,8.76,11.71,18.8,14.34,33.98,12.53,0.0,0.83,-0.24,2.25,148464592.0,8670.32136,2,6.61,0.79,78.3,14.0,0.84,2,2,2.0,0,1,0,0,0,0,2,3
F00000J84S,AS SICAV I Eurp Eq Div A Acc EUR,3,2,0.0,1.14,3.26,6.17,13.96,10.85,17.6,6.16,5.0,1.7,0.02,18.0,28789576.0,35077.429860000004,2,1.06,0.87,89.46,14.78,0.39,2,1,3.0,0,0,1,0,0,0,1,2
F0GBR04RX1,Invesco European Equity UK Acc,2,3,0.83342,1.18,4.57,8.49,13.27,12.83,29.94,3.37,0.0,1.68,0.26,1.25,2313747073.0,26946.25608000001,5,-8.12,1.39,93.44,22.25,0.23,3,3,3.0,0,0,0,0,0,1,1,1
F00000S8UO,Mirova Europe Environmental Eq I/A EUR,3,3,0.0,0.5,1.79,4.94,10.71,5.53,31.96,16.13,0.0,1.01,0.16,7.5,2229605883.0,14043.047690000001,2,4.34,0.93,88.79,13.75,1.1,3,3,3.0,1,0,0,0,0,1,1,3
F00000204S,HSBC GIF Euroland Eq Smlr Coms IC,3,4,0.0,1.28,5.41,8.43,16.74,12.76,31.21,2.46,5.0,1.0,0.96,2.08,183930361.0,4107.42911,5,-5.3,1.16,95.01,22.18,0.17,2,3,3.0,0,0,0,0,1,0,2,2
F0GBR04RO4,Ninety One UK Special Situations A Acc,2,2,0.55623,-0.2,-1.11,6.25,17.75,15.78,23.83,2.31,0.0,1.56,0.25,1.17,390069836.0,7949.469309999998,5,2.0,1.7,86.04,29.56,0.23,2,1,2.0,0,1,0,0,0,0,2,1
F0GBR04S4D,Allianz Continental European A Acc,5,4,0.0,2.07,5.49,10.93,13.1,10.17,32.66,13.95,4.0,1.57,0.03,4.0,263588650.0,25691.46536,3,5.33,0.95,82.65,16.69,0.84,3,3,3.0,0,0,0,0,0,1,1,3
F0000139KC,Allianz Climate Transition AT EUR,2,3,0.0,0.59,3.64,6.23,15.31,10.34,27.94,9.2,2.32,1.85,0.04,2.33,134864882.0,20420.24859,3,-2.68,1.01,89.07,15.02,0.61,3,1,3.0,1,0,0,0,0,1,1,2
F0GBR04LHK,Schroder Sustainable UK Equity A Acc,2,3,2.56846,-0.53,-0.22,6.18,11.46,10.33,21.57,0.87,0.0,1.45,0.16,2.67,49810058.0,8536.10528,4,-0.85,1.16,93.2,19.4,0.12,2,1,3.0,0,0,0,1,0,0,2,2
F00000SFKV,Fidelity Index Europe ex UK P Acc,3,3,1.5230299999999999,1.66,5.77,10.16,11.48,10.44,25.65,9.26,0.0,0.1,0.12,6.75,374850956.0,41590.70675,3,-0.27,1.05,98.47,16.18,0.57,3,3,3.0,0,0,0,0,0,1,1,2
F00000VT25,Majedie Asset Management UK Income Z Acc,2,3,0.0,0.82,0.66,8.4,10.15,9.33,14.42,-1.94,0.0,0.65,0.53,0.08,3524291.0,14514.893259999999,3,-4.4,1.1,94.23,18.4,-0.07,2,2,2.0,1,0,1,0,0,0,1,1
F00000MJWQ,Amundi Fds Eurlnd Eq Sm Cap A EUR C,3,4,0.0,0.45,4.42,7.83,18.55,14.45,35.39,4.12,4.5,1.95,0.2,4.42,473904907.0,3561.9405899999997,4,-3.38,1.08,97.63,20.36,0.25,3,3,3.0,1,0,0,0,1,0,2,2
F0GBR059Y0,Schroder Sustainable UK Equity Z Acc,3,3,2.55291,-0.55,-0.17,6.34,11.76,10.63,22.3,1.5,0.0,0.83,0.16,2.67,49810058.0,8536.10528,4,-0.21,1.16,93.14,19.43,0.15,2,1,3.0,0,0,0,1,0,0,2,2
F0GBR06FY9,SEI GMF Pan Eurp Sm Cp EUR Instl A Acc,2,3,0.0,-0.32,2.18,12.52,26.63,20.77,40.77,8.82,0.0,0.21,0.31,21.42,218659836.0,2116.19653,3,-0.3,1.01,97.72,19.94,0.47,3,3,3.0,0,0,0,0,1,0,2,2
F0GBR053P3,Aegon UK Equity GBP B Acc,4,1,1.8666099999999999,0.14,0.84,10.55,13.14,12.25,22.08,3.58,0.0,0.65,0.09,17.17,185056315.0,8574.096940000001,3,1.73,1.02,90.43,17.33,0.26,2,3,3.0,0,0,0,1,0,0,2,2
F0GBR06IOE,GAM Star Continental Eurp Eq EUR Acc,4,3,0.0,0.29,2.45,7.61,16.49,13.42,34.11,9.75,5.0,1.39,0.46,11.5,567098590.1,27020.879160000004,3,0.36,1.0,90.9,16.37,0.58,2,3,3.0,0,0,0,0,0,1,1,3
F0000027KU,Metropole Euro SRI A,1,2,0.0,-1.01,0.69,5.41,19.19,18.85,37.83,2.72,4.0,1.8,0.36,12.92,133404699.0,24837.60887,5,-5.63,1.24,93.76,23.33,0.17,3,3,3.0,0,0,0,1,0,0,1,1
F0GBR04G0H,BNY Mellon Small Cap Euroland EUR A Acc,3,4,0.0,1.05,4.57,10.11,24.41,20.11,43.96,7.62,5.0,2.18,0.17,18.08,69891140.0,3764.4822299999996,5,-0.83,1.2,97.06,22.61,0.39,3,3,3.0,0,0,0,0,1,0,2,2
F00000Z2S2,iShares Europe Index (IE) D Acc EUR,4,3,0.0,0.9,2.48,9.0,17.28,15.49,26.02,8.07,0.0,0.1,-0.11,8.33,88987654.0,40445.51243,3,0.4,1.01,99.81,15.46,0.49,3,1,3.0,0,0,0,1,0,0,1,2
F0GBR04OC5,Halifax UK Equity Income C,2,3,3.10633,-0.24,-0.35,8.24,12.16,11.3,13.39,-1.37,0.0,0.31,0.48,8.42,1911196406.0,19887.007690000002,3,-3.54,1.05,97.23,17.24,-0.04,2,2,2.0,0,0,1,0,0,0,1,2
F000002IS7,LTIF Classic CHF,2,1,0.0,-0.64,0.16,4.95,26.26,25.15,45.52,3.07,0.0,2.28,0.27,19.42,73396983.0,13398.69672,5,-12.08,1.65,91.58,27.1,0.27,3,3,3.0,0,1,0,0,0,0,1,1
F0GBR04ACG,Schroder ISF Italian Equity A Acc EUR,3,2,0.0,0.4,8.2,10.38,22.44,17.88,47.41,7.16,5.0,1.6,0.31,6.33,157891272.0,9769.67196,3,-0.6,0.96,95.75,21.72,0.36,2,3,3.0,1,0,0,0,0,1,1,2
F000003YAQ,BNY Mellon 50/50 Global Eq Expt 1 Acc,2,4,1.21144,0.11,0.03,6.82,9.31,9.19,21.3,9.16,0.0,0.58,0.08,5.25,116376269.0,38961.10586,5,-3.45,1.15,94.78,17.07,0.57,3,1,3.0,0,0,0,1,0,0,1,2
F0GBR04SD6,BMO Responsible UK Income 1 Acc,4,4,3.12856,0.4,1.64,10.57,12.7,11.1,15.05,2.46,5.0,1.8,0.32,12.0,447061350.0,7025.58606,2,0.41,0.98,91.35,16.58,0.19,2,1,2.0,0,0,1,0,0,0,2,2
F00000J84V,AS SICAV I Eurp Eq Div I Acc EUR,4,2,0.0,1.16,3.33,6.38,14.41,11.24,18.53,7.0,0.0,0.91,0.02,18.0,28789576.0,35077.429860000004,2,1.85,0.88,89.46,14.79,0.44,2,1,3.0,1,0,1,0,0,0,1,2
F0GBR04RVX,ASI UK Growth Equity I Acc,2,1,1.78762,0.14,-0.21,6.52,12.65,12.27,14.87,0.07,0.0,0.85,0.21,3.17,104433790.0,16401.56092,5,-1.79,1.11,93.13,18.66,0.07,2,3,3.0,1,0,0,1,0,0,1,2
F00000GZXH,UBS (Lux) Eq Eurp Opp Sst (EUR) I-A1 acc,5,3,0.0,1.21,2.93,8.64,15.51,11.3,27.93,12.23,5.0,0.81,0.47,10.42,502681981.0,37901.448339999995,2,5.37,0.85,93.87,13.84,0.81,3,3,3.0,0,0,0,1,0,0,1,3
F0GBR052JL,Schroder ISF Italian Equity I Acc EUR,5,2,0.0,0.43,8.34,10.82,23.4,18.71,49.74,8.85,0.0,0.03,0.31,6.33,157891272.0,9769.67196,3,0.96,0.96,95.75,21.74,0.44,2,3,3.0,1,0,0,0,0,1,1,2
F00000OU93,Threadneedle UK Eq Inc Z Acc GBP,5,4,2.52467,0.21,0.74,9.25,12.82,12.05,21.16,3.7,3.0,0.82,0.06,10.75,3761800978.0,9030.581740000001,3,1.51,1.07,90.16,18.2,0.24,3,1,3.0,1,0,1,0,0,0,2,1
F0GBR06M4B,Man GLG Continental Eurp Gr Prf Acc C,5,3,1.6543599999999998,2.29,6.18,9.42,4.35,1.57,19.62,10.09,0.0,0.9,0.15,6.67,1715138118.0,39539.83208,3,3.6,0.81,65.65,16.26,0.66,2,2,2.0,0,0,0,0,0,1,1,3
F0GBR054FA,Quilter Investors Equity 2 A (GBP) Acc,1,3,1.6402700000000001,-0.07,-0.29,6.72,9.64,8.59,-0.51,-5.7,5.0,1.1,0.1,11.58,357539543.0,18064.15129,4,-6.8,1.34,87.63,23.15,-0.13,2,3,3.0,0,1,0,0,0,0,1,2
F0GBR052TR,BNY Mellon Small Cap Euroland EUR C Acc,4,4,0.0,1.07,4.66,10.39,25.03,20.65,45.4,8.71,5.0,1.18,0.17,18.08,69891140.0,3764.4822299999996,5,0.18,1.2,97.05,22.63,0.43,3,3,3.0,0,0,0,0,1,0,2,2
F000005OT2,Royal London UK Mid-Cap Growth Instl M,4,3,0.6320100000000001,0.68,2.97,12.95,18.03,11.83,26.53,6.45,0.0,0.77,0.05,4.42,482821685.0,2130.01835,3,1.89,0.92,94.2,20.86,0.37,2,3,3.0,1,0,0,0,1,0,2,3
F0GBR04EAM,ASI UK Income Equity A Acc,4,3,3.21845,-0.11,1.44,9.45,11.24,9.38,16.15,5.89,0.0,1.34,0.1,5.42,183373095.0,12739.33603,2,3.74,0.9,91.34,15.21,0.41,2,1,3.0,0,0,1,0,0,0,1,2
F0000100W5,AAF-Edentree European Sust Eqs R €,5,4,0.0,0.57,1.9,11.0,23.34,22.31,37.78,8.51,5.0,0.94,0.54,4.42,455160633.0,15317.97448,3,5.81,0.94,93.44,18.67,0.45,3,3,3.0,0,0,0,1,0,0,1,1
F00000VZBL,Legg Mason IF MC Eurp Uncons X Acc £,5,5,0.1497,1.61,5.62,10.7,11.04,8.02,33.08,17.73,0.0,1.02,0.41,2.5,102224835.0,33386.3332,2,8.53,0.9,86.71,15.21,1.09,2,3,2.0,1,0,0,0,0,1,1,3
F0GBR05ZDA,Invesco Pan Eurp Struct Rspnb Eq CEURAcc,4,4,0.0,1.66,5.32,9.88,18.52,15.3,26.25,6.41,5.0,1.1,0.2,2.17,13514057.0,21910.34964,2,-0.92,0.92,90.98,14.23,0.37,3,3,3.0,0,0,0,1,0,0,1,2
F00000RW8K,OYSTER Europe I EUR,2,2,0.0,0.37,1.95,8.15,16.66,14.86,27.79,3.53,0.0,1.97,0.99,1.0,4714449.0,19459.78969,4,-6.55,1.09,87.57,18.03,0.19,2,1,3.0,0,0,0,0,0,1,1,2
F0GBR04S97,M\u0026G Smaller Companies GBP A Acc,2,3,0.0,-2.12,0.45,14.82,24.32,16.68,40.34,8.12,0.0,1.35,0.12,10.42,320863140.0,866.079,3,1.28,0.89,87.31,22.79,0.49,3,3,3.0,0,0,0,0,1,0,3,3
F0000108LM,Premier Miton European Opports A Acc,5,3,0.0,1.79,7.8,8.02,10.01,7.15,35.96,19.42,10.0,1.57,0.14,5.5,2652540361.0,7252.14153,1,11.05,0.75,83.19,16.57,1.16,3,1,3.0,0,0,0,0,1,0,2,3
F00000ZSIC,Omnis UK Equity Income A Acc,3,3,2.6905799999999997,0.81,0.77,10.12,16.13,14.74,18.43,2.1,0.0,0.7,0.02,3.5,92375899.0,8548.538190000001,3,0.06,1.09,94.38,18.12,0.17,2,2,2.0,0,0,1,0,0,0,2,1
F0GBR04KNB,BL-Equities Europe B EUR,3,5,0.0,1.27,2.9,10.12,14.27,11.83,16.78,8.05,5.0,1.4,0.2,17.0,1275114490.0,27246.357969999997,2,-1.72,0.84,88.73,12.15,0.61,3,3,3.0,0,0,0,1,0,0,1,3
F000002KQ5,ASI Europe ex UK Income Equity I Acc,3,3,2.1448400000000003,1.1,4.05,7.51,11.14,9.67,22.18,7.61,0.0,0.86,0.13,12.17,660734710.0,35663.42147,3,-1.53,1.02,96.42,15.95,0.49,2,1,3.0,0,0,0,0,0,1,1,2
F00000ZSTR,NN (L) European Sust Eq R Cap EUR,5,3,0.0,0.28,4.49,8.83,17.65,13.35,36.61,13.78,3.0,1.05,0.41,0.75,474851253.0,30099.841460000003,2,7.53,0.84,83.12,14.96,0.89,3,3,3.0,0,1,0,0,0,0,1,3
F00000YWGS,GS Europe CORE Equity A Acc EUR,2,3,0.0,1.07,5.7,10.77,21.91,18.83,32.9,5.34,4.0,1.9,0.44,14.42,1475974337.0,32165.89553,4,-2.68,1.09,96.68,16.71,0.3,2,3,3.0,0,0,0,1,0,0,1,2
F00000WF1L,Invesco Euro Structured Eq C EUR Acc,3,4,0.0,1.69,4.58,8.89,17.18,14.45,25.64,1.75,5.0,1.25,0.47,5.67,21997049.0,15972.499630000002,2,-4.43,0.82,86.25,15.5,0.08,3,3,3.0,0,1,0,0,0,0,1,2
F0000000L0,Sparinvest SICAV European Value EUR R,2,1,0.0,-0.26,0.61,8.17,22.38,20.84,37.34,4.14,3.0,1.96,0.13,11.33,92763793.0,12368.57843,4,-4.57,1.26,94.48,19.94,0.23,3,3,3.0,0,1,0,0,0,0,1,1
F00000WG1B,Schroder ISF Swiss Equity Z Acc CHF,3,2,0.0,1.32,7.69,9.27,17.95,13.87,29.18,11.08,0.0,0.92,0.08,13.42,196780607.0,24138.422019999998,4,-2.89,1.09,88.61,11.77,0.93,2,3,3.0,0,0,0,0,0,1,1,2
F00000XHLB,LF ASI Income Focus A Sterling Acc,1,3,3.01326,-0.31,0.13,9.86,15.63,12.95,17.81,-11.74,0.0,1.0,0.24,1.5,175786699.0,8100.7511700000005,4,-13.94,1.22,77.46,22.38,-0.47,2,1,3.0,0,0,1,0,0,0,2,1
F00000QU2P,Man GLG Undervalued Assets Profl Acc C,2,1,1.1647100000000001,-0.18,-0.83,6.52,16.59,14.27,20.03,-0.92,0.0,0.9,0.5,7.58,1436591181.0,8209.35926,4,-2.27,1.46,90.02,24.86,0.07,2,2,2.0,0,1,0,0,0,0,2,1
F00000Z9NI,Fidelity European Growth I-Acc-EUR,2,2,0.0,1.38,3.49,6.5,16.12,13.69,24.6,4.5,0.0,0.89,0.1,1.92,5955303543.0,32684.21962,4,-3.29,1.08,97.44,16.5,0.26,3,3,3.0,0,0,0,1,0,0,1,1
F00000X7KU,Liontrust GF EurpStratEq A3 Instl Acc €,4,3,0.0,-2.14,-2.05,8.02,20.42,19.82,35.43,6.38,5.0,1.25,0.87,7.17,47706369.0,7785.432059999999,4,2.01,0.73,52.14,15.01,0.44,2,2,3.0,0,0,0,0,0,1,2,1
F00000ZIAG,MGTS AFH DA UK Smaller Coms R GBP Acc,3,2,0.46431999999999995,0.32,3.16,14.59,24.2,18.63,37.28,8.76,0.0,0.85,0.22,3.75,154480816.0,926.72693,3,0.36,0.91,87.84,23.24,0.45,2,1,2.0,0,0,0,0,1,0,3,3
F0GBR04B7V,AXAWF Fram Italy A Cap EUR,3,4,0.0,0.71,6.29,7.05,17.62,13.66,38.27,4.63,5.5,1.79,0.07,14.67,306617246.0,7764.26898,3,-2.27,0.92,93.14,21.2,0.27,3,3,3.0,0,0,0,0,0,1,2,2
